,freight_value,order_purchase_timestamp,order_delivered_customer_date,product_category_name
7970,25.39,2018-05-02 18:03:13,2018-06-05 17:17:57,informatica_acessorios
7971,26.33,2017-12-10 19:16:56,2018-01-05 22:11:22,beleza_saude
7972,14.06,2018-02-14 12:48:23,2018-02-21 23:43:43,esporte_lazer
7973,53.87,2018-07-10 20:11:43,2018-07-24 10:41:46,beleza_saude
7974,41.53,2018-06-25 19:20:41,2018-07-13 16:58:26,moveis_decoracao
7975,23.98,2018-03-12 22:16:53,2018-03-21 13:03:16,informatica_acessorios
7976,34.65,2018-03-27 15:51:01,2018-04-10 22:19:16,informatica_acessorios
7977,12.4,2017-12-28 10:11:01,2018-01-18 16:51:59,cama_mesa_banho
7978,24.62,2017-04-28 14:32:30,2017-05-15 10:06:11,cama_mesa_banho
7979,19.01,2018-05-04 21:00:10,2018-05-14 22:31:56,esporte_lazer
7980,19.01,2018-05-04 21:00:10,2018-05-14 22:31:56,esporte_lazer
7981,17.93,2017-11-18 19:50:31,2017-11-26 17:09:43,beleza_saude
7982,18.57,2018-03-01 08:11:25,2018-03-12 23:26:38,moveis_decoracao
7983,12.69,2018-01-09 14:27:02,2018-01-17 00:24:36,cama_mesa_banho
7984,11.95,2016-10-06 02:53:39,2016-10-27 14:02:34,moveis_decoracao
7985,31.43,2018-07-03 18:34:56,2018-07-13 00:03:08,cama_mesa_banho
7986,17.37,2017-03-20 22:34:04,2017-03-27 12:33:09,cama_mesa_banho
7987,17.63,2018-02-11 14:44:02,2018-02-23 18:13:13,cama_mesa_banho
7988,16.74,2017-09-21 10:02:36,2017-09-29 17:58:42,esporte_lazer
7989,13.18,2018-03-07 22:44:08,2018-03-19 20:09:48,esporte_lazer
7990,18.33,2018-06-28 20:53:25,2018-06-30 17:16:15,cama_mesa_banho
7991,7.78,2018-03-05 08:15:47,2018-03-12 16:58:32,esporte_lazer
7992,18.14,2017-07-03 18:09:51,2017-07-10 19:52:52,cama_mesa_banho
7993,15.23,2018-07-12 12:01:25,2018-07-24 19:28:54,informatica_acessorios
7994,10.41,2018-07-20 12:16:53,2018-07-24 17:58:49,moveis_decoracao
7995,19.59,2017-11-25 13:04:25,2017-12-14 18:14:23,moveis_decoracao
7996,20.02,2017-04-29 22:33:10,2017-05-18 08:34:48,moveis_decoracao
7997,20.02,2017-04-29 22:33:10,2017-05-18 08:34:48,moveis_decoracao
7998,23.18,2017-02-09 12:12:22,2017-05-25 07:14:44,cama_mesa_banho
7999,7.44,2018-08-27 13:11:22,2018-08-28 23:51:39,informatica_acessorios
8000,16.11,2017-08-08 17:22:23,2017-08-28 17:03:14,cama_mesa_banho
8001,18.45,2018-08-16 15:58:25,2018-08-27 22:28:38,esporte_lazer
8002,23.02,2017-04-19 15:42:32,2017-05-03 12:13:02,informatica_acessorios
8003,13.58,2017-05-17 11:27:13,2017-05-22 22:13:59,moveis_decoracao
8004,14.1,2017-10-13 15:55:12,2017-10-20 21:07:00,informatica_acessorios
8005,27.27,2018-08-16 09:22:47,2018-08-25 17:14:28,moveis_decoracao
8006,8.11,2018-01-15 10:32:19,2018-01-19 17:42:03,beleza_saude
8007,27.5,2018-02-11 21:38:24,2018-02-22 20:33:28,esporte_lazer
8008,23.27,2017-06-04 13:03:43,2017-08-18 15:52:19,esporte_lazer
8009,15.1,2017-05-21 18:49:12,2017-05-31 09:04:17,cama_mesa_banho
8010,15.1,2017-05-21 18:49:12,2017-05-31 09:04:17,cama_mesa_banho
8011,14.52,2017-03-27 21:45:39,2017-04-06 07:41:32,moveis_decoracao
8012,14.52,2017-03-27 21:45:39,2017-04-06 07:41:32,moveis_decoracao
8013,18.23,2018-05-23 22:01:51,2018-06-04 17:50:36,beleza_saude
8014,14.1,2017-06-04 18:49:40,2017-06-22 13:02:55,beleza_saude
8015,16.16,2017-11-10 13:43:11,2017-11-23 19:24:47,moveis_decoracao
8016,13.08,2017-12-15 00:55:29,2017-12-20 19:33:54,moveis_decoracao
8017,17.51,2017-05-22 23:53:04,2017-06-01 14:12:02,cama_mesa_banho
8018,12.48,2017-08-01 16:11:38,2017-08-12 16:18:59,informatica_acessorios
8019,17.81,2017-11-27 13:54:18,2018-01-19 20:11:35,cama_mesa_banho
8020,16.12,2017-08-08 09:23:56,2017-08-11 19:47:46,esporte_lazer
8021,7.87,2018-03-30 18:24:44,2018-04-17 20:49:29,beleza_saude
8022,19.61,2018-06-20 15:12:58,2018-07-02 20:26:36,cama_mesa_banho
8023,26.74,2017-09-03 15:01:07,2017-09-14 20:33:37,cama_mesa_banho
8024,25.63,2017-10-07 13:04:01,2017-11-07 20:37:55,informatica_acessorios
8025,12.17,2018-02-03 16:05:43,2018-02-07 00:02:23,cama_mesa_banho
8026,35.74,2017-09-21 13:21:22,2017-10-11 20:58:14,beleza_saude
8027,13.85,2018-06-15 15:58:19,2018-06-21 16:52:27,cama_mesa_banho
8028,14.23,2017-05-16 09:23:23,2017-05-31 08:38:03,informatica_acessorios
8029,21.69,2017-11-15 10:00:44,2017-11-24 18:14:47,beleza_saude
8030,17.16,2017-01-19 16:17:57,2017-01-27 16:07:50,moveis_decoracao
8031,52.7,2017-10-03 11:27:21,2017-10-24 10:38:37,moveis_decoracao
8032,52.7,2017-10-03 11:27:21,2017-10-24 10:38:37,moveis_decoracao
8033,18.66,2018-08-16 13:37:30,2018-08-24 19:58:28,beleza_saude
8034,23.18,2017-04-05 17:01:38,2017-04-15 09:13:34,moveis_decoracao
8035,15.1,2017-07-22 17:55:15,2017-08-01 20:37:05,informatica_acessorios
8036,15.23,2018-06-10 12:58:22,2018-06-21 16:02:18,informatica_acessorios
8037,11.24,2017-04-04 12:52:36,2017-04-12 13:34:42,cama_mesa_banho
8038,11.24,2017-04-04 12:52:36,2017-04-12 13:34:42,cama_mesa_banho
8039,27.27,2017-09-13 08:54:00,2017-09-27 13:57:49,moveis_decoracao
8040,8.11,2017-07-24 13:41:56,2017-08-01 15:12:39,informatica_acessorios
8041,17.07,2017-08-11 12:22:46,2017-08-25 20:24:31,beleza_saude
8042,22.26,2018-04-16 10:37:51,2018-04-24 23:34:32,informatica_acessorios
8043,14.39,2016-10-09 12:13:58,2016-10-28 14:11:47,moveis_decoracao
8044,12.75,2017-06-06 19:02:52,2017-06-14 18:02:20,moveis_decoracao
8045,15.37,2018-07-26 14:26:52,2018-08-01 23:18:51,esporte_lazer
8046,15.37,2018-07-26 14:26:52,2018-08-01 23:18:51,esporte_lazer
8047,17.91,2017-05-24 21:10:57,2017-05-30 08:19:41,informatica_acessorios
8048,14.52,2017-03-26 16:44:07,2017-04-05 10:19:05,esporte_lazer
8049,25.89,2017-12-05 14:32:44,2017-12-19 19:18:36,esporte_lazer
8050,15.17,2018-06-16 21:40:32,2018-06-23 16:42:27,cama_mesa_banho
8051,8.99,2018-06-26 13:37:09,2018-07-04 21:03:39,informatica_acessorios
8052,21.02,2017-12-03 17:21:20,2017-12-13 17:48:50,moveis_decoracao
8053,13.18,2018-01-23 11:29:39,2018-01-29 23:36:58,esporte_lazer
8054,8.03,2018-07-30 21:07:34,2018-08-09 02:26:34,beleza_saude
8055,15.57,2018-07-25 14:33:23,2018-07-30 17:22:10,esporte_lazer
8056,19.53,2018-04-13 11:40:42,2018-04-20 21:44:55,cama_mesa_banho
8057,18.23,2018-05-09 13:14:53,2018-05-15 15:38:51,esporte_lazer
8058,14.61,2017-03-13 21:59:50,2017-03-21 08:43:42,cama_mesa_banho
8059,120.61,2018-06-07 19:56:49,2018-06-22 19:06:34,moveis_decoracao
8060,17.38,2018-02-22 19:42:22,2018-03-13 14:18:04,informatica_acessorios
8061,42.8,2017-12-20 12:16:24,2018-01-15 10:09:32,informatica_acessorios
8062,42.8,2017-12-20 12:16:24,2018-01-15 10:09:32,informatica_acessorios
8063,42.8,2017-12-20 12:16:24,2018-01-15 10:09:32,informatica_acessorios
8064,42.8,2017-12-20 12:16:24,2018-01-15 10:09:32,informatica_acessorios
8065,28.64,2018-03-08 17:11:03,2018-03-21 12:28:24,beleza_saude
8066,28.64,2018-03-08 17:11:03,2018-03-21 12:28:24,beleza_saude
8067,14.23,2017-11-25 17:42:22,2017-12-14 23:25:04,esporte_lazer
8068,15.11,2017-06-08 17:59:16,2017-06-16 14:12:04,moveis_decoracao
8069,22.06,2018-03-21 11:22:23,2018-03-28 02:11:10,beleza_saude
8070,42.03,2018-07-23 18:08:41,2018-07-30 16:42:19,moveis_decoracao
8071,10.74,2017-08-07 13:39:33,2017-08-14 17:22:59,informatica_acessorios
8072,12.0,2017-12-19 11:42:02,2017-12-26 20:35:40,moveis_decoracao
8073,12.69,2017-11-05 21:59:14,2017-11-09 14:55:57,esporte_lazer
8074,16.25,2018-02-26 20:31:52,2018-03-29 11:18:50,cama_mesa_banho
8075,20.72,2018-05-15 19:09:04,2018-06-02 13:13:51,informatica_acessorios
8076,15.31,2018-07-01 13:19:06,2018-07-10 20:54:50,informatica_acessorios
8077,18.93,2018-07-06 09:21:45,2018-07-13 14:52:47,moveis_decoracao
8078,25.21,2018-08-07 17:33:29,2018-08-16 20:04:35,beleza_saude
8079,10.0,2017-07-20 18:57:41,2017-07-26 16:41:25,informatica_acessorios
8080,15.38,2018-02-04 18:28:57,2018-02-16 17:12:20,informatica_acessorios
8081,17.26,2018-02-22 15:50:47,2018-03-17 19:21:41,informatica_acessorios
8082,16.11,2017-06-29 10:17:22,2017-07-17 19:49:31,cama_mesa_banho
8083,34.15,2018-03-02 00:07:09,2018-03-26 16:36:56,cama_mesa_banho
8084,18.34,2018-07-02 14:59:34,2018-07-10 21:33:44,esporte_lazer
8085,14.04,2018-02-11 13:40:48,2018-02-22 20:35:59,informatica_acessorios
8086,34.27,2017-05-24 19:03:52,2017-06-01 12:30:03,esporte_lazer
8087,13.37,2017-11-05 19:15:31,2017-11-17 00:26:45,informatica_acessorios
8088,7.56,2018-08-21 19:11:28,2018-08-23 19:48:44,esporte_lazer
8089,16.86,2017-08-22 17:49:09,2017-08-29 18:43:06,esporte_lazer
8090,10.96,2017-03-21 21:14:13,2017-03-27 17:44:50,informatica_acessorios
8091,25.84,2018-05-07 17:35:43,2018-05-15 12:14:50,moveis_decoracao
8092,25.84,2018-05-07 17:35:43,2018-05-15 12:14:50,moveis_decoracao
8093,25.84,2018-05-07 17:35:43,2018-05-15 12:14:50,moveis_decoracao
8094,25.84,2018-05-07 17:35:43,2018-05-15 12:14:50,moveis_decoracao
8095,19.41,2018-06-14 18:43:00,2018-06-30 15:26:59,moveis_decoracao
8096,11.85,2017-08-18 15:35:45,2017-08-24 20:38:36,informatica_acessorios
8097,9.29,2018-03-16 21:41:51,2018-03-20 16:13:30,cama_mesa_banho
8098,28.15,2017-06-13 21:11:26,2017-06-19 18:51:28,esporte_lazer
8099,16.79,2018-02-26 08:38:32,2018-03-15 18:12:17,esporte_lazer
8100,15.36,2018-05-01 15:38:48,2018-05-09 18:59:42,moveis_decoracao
8101,15.13,2018-05-11 08:42:16,2018-05-18 18:43:39,esporte_lazer
8102,11.83,2017-09-14 12:37:20,2017-09-19 13:38:40,cama_mesa_banho
8103,18.28,2018-03-16 16:40:02,2018-04-02 21:51:25,informatica_acessorios
8104,13.51,2017-11-21 08:49:33,2017-11-26 17:44:59,esporte_lazer
8105,15.7,2018-08-06 12:13:21,2018-08-20 19:41:36,beleza_saude
8106,7.78,2018-02-27 18:44:21,2018-03-06 20:38:53,beleza_saude
8107,18.33,2018-01-03 23:02:20,2018-01-12 20:29:01,cama_mesa_banho
8108,18.15,2017-10-30 20:50:31,2017-11-16 15:39:45,esporte_lazer
8109,16.22,2017-05-11 17:29:26,2017-05-18 17:16:56,esporte_lazer
8110,26.17,2017-09-05 20:41:37,2017-09-15 20:07:50,cama_mesa_banho
8111,14.15,2017-05-29 10:01:24,2017-06-13 10:33:46,moveis_decoracao
8112,16.7,2018-01-11 22:44:27,2018-01-26 22:54:55,beleza_saude
8113,7.68,2018-08-20 22:50:07,2018-08-22 21:42:24,informatica_acessorios
8114,18.2,2017-11-28 19:57:50,2017-12-30 00:17:06,beleza_saude
8115,39.8,2017-07-10 17:44:36,2017-08-16 19:57:38,informatica_acessorios
8116,39.8,2017-07-10 17:44:36,2017-08-16 19:57:38,informatica_acessorios
8117,39.8,2017-07-10 17:44:36,2017-08-16 19:57:38,informatica_acessorios
8118,39.8,2017-07-10 17:44:36,2017-08-16 19:57:38,informatica_acessorios
8119,8.88,2018-04-07 01:19:24,2018-04-12 00:27:36,moveis_decoracao
8120,8.88,2018-04-07 01:19:24,2018-04-12 00:27:36,moveis_decoracao
8121,9.09,2018-02-04 18:56:06,2018-02-07 18:45:51,cama_mesa_banho
8122,12.43,2018-06-20 06:42:04,2018-06-29 13:36:41,cama_mesa_banho
8123,8.8,2018-06-07 15:36:52,2018-06-15 01:06:24,cama_mesa_banho
8124,20.53,2018-06-07 15:36:52,2018-06-15 01:06:24,cama_mesa_banho
8125,9.44,2017-10-08 16:45:51,2017-10-11 18:29:14,beleza_saude
8126,15.1,2017-11-16 21:01:25,2017-12-05 00:39:29,beleza_saude
8127,22.19,2018-04-13 11:42:30,2018-05-08 22:51:18,esporte_lazer
8128,26.33,2017-12-12 22:10:20,2018-01-09 21:35:47,beleza_saude
8129,19.69,2018-06-30 09:31:54,2018-07-13 14:15:45,cama_mesa_banho
8130,13.72,2017-12-05 14:44:59,2017-12-18 22:55:48,moveis_decoracao
8131,89.22,2018-03-13 07:35:47,2018-04-02 13:05:31,cama_mesa_banho
8132,112.99,2018-03-11 11:01:36,2018-03-28 21:42:38,moveis_decoracao
8133,7.39,2018-05-03 22:58:11,2018-05-08 17:47:36,esporte_lazer
8134,11.19,2017-09-06 10:19:12,2017-09-13 19:07:29,informatica_acessorios
8135,23.37,2018-06-14 11:19:09,2018-06-20 22:51:40,beleza_saude
8136,11.85,2018-02-12 20:08:19,2018-02-26 15:22:29,cama_mesa_banho
8137,24.83,2017-02-13 10:06:50,2017-02-23 16:09:17,cama_mesa_banho
8138,48.53,2017-11-24 20:39:09,2017-12-04 22:57:02,esporte_lazer
8139,65.82,2018-05-21 16:02:35,2018-06-09 00:48:43,informatica_acessorios
8140,7.78,2018-01-16 08:40:21,2018-01-17 20:30:36,cama_mesa_banho
8141,17.7,2018-02-03 10:59:39,2018-03-01 18:09:08,informatica_acessorios
8142,17.59,2017-03-07 10:50:10,2017-03-16 10:52:02,beleza_saude
8143,8.82,2018-03-22 10:57:19,2018-03-26 23:26:53,cama_mesa_banho
8144,8.82,2018-03-22 10:57:19,2018-03-26 23:26:53,cama_mesa_banho
8145,16.45,2018-02-02 10:13:18,2018-03-02 23:07:33,beleza_saude
8146,19.98,2018-01-05 21:29:54,2018-02-09 07:41:26,moveis_decoracao
8147,37.55,2018-01-10 19:43:04,2018-01-30 17:07:19,esporte_lazer
8148,9.34,2017-06-05 14:20:36,2017-06-07 16:26:24,moveis_decoracao
8149,0.0,2017-08-25 10:24:47,2017-09-06 17:53:00,cama_mesa_banho
8150,9.34,2018-02-16 16:39:19,2018-02-23 01:22:53,esporte_lazer
8151,58.76,2017-05-05 20:33:45,2017-05-12 12:34:53,esporte_lazer
8152,15.5,2017-07-08 16:19:41,2017-07-17 20:49:50,beleza_saude
8153,37.26,2018-07-30 09:52:40,2018-08-13 18:08:49,cama_mesa_banho
8154,19.53,2018-05-04 19:24:09,2018-05-28 15:33:12,moveis_decoracao
8155,17.92,2018-01-03 11:50:15,2018-01-22 20:52:29,esporte_lazer
8156,13.14,2017-04-09 11:28:36,2017-04-26 09:43:43,cama_mesa_banho
8157,17.92,2017-11-24 18:08:36,2017-12-06 18:44:23,cama_mesa_banho
8158,17.92,2017-11-24 18:08:36,2017-12-06 18:44:23,cama_mesa_banho
8159,22.93,2018-05-10 18:14:41,2018-06-06 18:59:04,beleza_saude
8160,9.0,2017-08-17 13:34:35,2017-08-23 04:04:36,beleza_saude
8161,15.15,2017-09-11 10:11:09,2017-09-20 18:12:41,cama_mesa_banho
8162,16.9,2018-06-24 22:16:41,2018-07-03 16:14:45,moveis_decoracao
8163,18.87,2018-08-13 10:19:13,2018-08-23 19:22:29,beleza_saude
8164,18.87,2018-08-13 10:19:13,2018-08-23 19:22:29,beleza_saude
8165,23.36,2018-03-08 15:36:53,2018-03-20 21:58:38,esporte_lazer
8166,7.93,2018-08-21 09:11:06,2018-08-22 21:28:50,esporte_lazer
8167,14.8,2017-03-14 09:53:26,2017-03-20 08:35:19,beleza_saude
8168,9.44,2018-02-09 16:41:39,2018-02-15 20:18:44,beleza_saude
8169,14.43,2018-06-06 21:50:06,2018-06-14 21:32:20,informatica_acessorios
8170,15.1,2018-01-30 20:01:01,2018-02-07 16:39:55,beleza_saude
8171,15.1,2018-01-30 20:01:01,2018-02-07 16:39:55,beleza_saude
8172,7.42,2018-05-16 19:47:11,2018-05-22 17:21:59,informatica_acessorios
8173,56.32,2017-10-13 02:17:22,2017-10-26 17:30:10,esporte_lazer
8174,37.55,2017-10-13 02:17:22,2017-10-26 17:30:10,esporte_lazer
8175,19.09,2018-06-29 18:52:27,2018-07-10 11:31:55,cama_mesa_banho
8176,12.86,2018-04-12 10:51:51,2018-04-18 21:41:27,cama_mesa_banho
8177,20.8,2017-04-12 20:32:23,2017-05-05 14:08:10,beleza_saude
8178,38.21,2018-01-22 18:11:25,2018-02-14 21:56:55,beleza_saude
8179,38.21,2018-01-22 18:11:25,2018-02-14 21:56:55,beleza_saude
8180,38.21,2018-01-22 18:11:25,2018-02-14 21:56:55,beleza_saude
8181,38.21,2018-01-22 18:11:25,2018-02-14 21:56:55,beleza_saude
8182,9.41,2017-09-04 14:01:22,2017-09-11 14:57:26,esporte_lazer
8183,16.11,2018-02-15 22:28:33,2018-03-07 18:33:56,cama_mesa_banho
8184,11.44,2018-04-16 07:17:23,2018-07-11 15:06:43,beleza_saude
8185,16.11,2017-08-16 17:13:40,2017-08-28 19:03:20,cama_mesa_banho
8186,16.11,2017-08-16 17:13:40,2017-08-28 19:03:20,cama_mesa_banho
8187,19.4,2018-08-07 08:43:58,2018-08-11 10:47:25,informatica_acessorios
8188,20.06,2018-06-28 16:29:24,2018-07-07 14:42:44,informatica_acessorios
8189,16.39,2018-03-10 20:29:26,2018-03-20 19:48:33,moveis_decoracao
8190,15.39,2018-08-03 15:35:49,2018-08-09 16:49:50,informatica_acessorios
8191,15.1,2017-06-18 14:32:38,2017-06-27 14:41:50,beleza_saude
8192,16.26,2018-01-08 09:19:11,2018-01-18 20:34:01,esporte_lazer
8193,16.26,2018-01-08 09:19:11,2018-01-18 20:34:01,esporte_lazer
8194,23.35,2018-04-06 15:11:45,2018-04-23 17:46:29,beleza_saude
8195,12.18,2017-03-09 11:44:39,2017-03-13 08:43:40,cama_mesa_banho
8196,8.52,2017-03-09 11:44:39,2017-03-13 08:43:40,cama_mesa_banho
8197,12.18,2017-03-09 11:44:39,2017-03-13 08:43:40,cama_mesa_banho
8198,33.81,2018-02-04 23:30:40,2018-02-20 00:35:52,esporte_lazer
8199,21.1,2017-02-25 11:31:00,2017-03-14 12:05:59,moveis_decoracao
8200,21.1,2017-02-25 11:31:00,2017-03-14 12:05:59,moveis_decoracao
8201,9.31,2017-02-25 11:31:00,2017-03-14 12:05:59,moveis_decoracao
8202,9.31,2017-02-25 11:31:00,2017-03-14 12:05:59,moveis_decoracao
8203,18.04,2017-10-09 19:29:20,2017-10-24 17:59:42,cama_mesa_banho
8204,15.16,2018-03-16 15:19:45,2018-03-27 00:33:12,cama_mesa_banho
8205,18.25,2018-05-25 20:26:15,2018-06-20 16:08:51,cama_mesa_banho
8206,36.37,2018-02-23 10:46:06,2018-03-20 20:02:12,informatica_acessorios
8207,20.78,2017-03-01 18:05:25,2017-04-13 16:54:01,moveis_decoracao
8208,18.85,2018-04-16 12:49:26,2018-04-24 18:08:54,moveis_decoracao
8209,13.71,2018-04-25 12:23:33,2018-05-05 13:32:08,moveis_decoracao
8210,10.46,2017-11-19 21:47:02,2017-11-27 20:22:43,informatica_acessorios
8211,22.98,2018-04-19 11:42:17,2018-05-09 21:41:53,informatica_acessorios
8212,12.33,2017-12-08 00:28:37,2017-12-17 14:47:55,cama_mesa_banho
8213,26.85,2018-07-31 19:33:33,2018-08-06 19:09:34,esporte_lazer
8214,18.62,2018-02-20 10:26:18,2018-02-27 23:34:22,informatica_acessorios
8215,18.62,2018-02-20 10:26:18,2018-02-27 23:34:22,informatica_acessorios
8216,25.77,2017-11-03 20:44:04,2017-11-21 21:55:45,moveis_decoracao
8217,12.7,2017-07-29 15:00:58,2017-08-08 11:53:10,moveis_decoracao
8218,2.96,2018-01-12 12:05:12,2018-01-19 03:49:36,informatica_acessorios
8219,29.63,2018-01-12 12:05:12,2018-01-19 03:49:36,informatica_acessorios
8220,12.79,2018-03-22 22:37:56,2018-04-11 17:48:33,esporte_lazer
8221,14.79,2018-08-08 10:25:10,2018-08-13 19:38:27,cama_mesa_banho
8222,9.44,2018-01-15 16:19:51,2018-01-19 21:39:10,beleza_saude
8223,21.19,2017-07-29 20:26:14,2017-08-10 20:09:54,cama_mesa_banho
8224,19.28,2018-08-19 02:22:53,2018-08-27 23:45:57,esporte_lazer
8225,17.21,2017-11-03 09:40:30,2017-11-10 13:19:42,beleza_saude
8226,17.22,2017-11-03 09:40:30,2017-11-10 13:19:42,beleza_saude
8227,17.21,2017-11-03 09:40:30,2017-11-10 13:19:42,beleza_saude
8228,9.15,2018-04-30 15:51:34,2018-05-04 21:12:10,informatica_acessorios
8229,15.27,2017-11-11 16:51:19,2017-11-27 23:24:41,cama_mesa_banho
8230,18.41,2017-08-07 17:34:54,2017-08-21 18:07:49,informatica_acessorios
8231,22.55,2018-05-28 10:40:18,2018-06-18 16:08:46,esporte_lazer
8232,0.0,2018-05-17 16:40:12,2018-06-14 21:07:15,moveis_decoracao
8233,23.14,2018-03-20 16:42:07,2018-04-05 17:18:38,moveis_decoracao
8234,7.39,2018-06-07 10:01:24,2018-06-18 18:08:40,moveis_decoracao
8235,17.0,2018-02-28 19:54:11,2018-03-27 18:12:04,beleza_saude
8236,30.85,2017-03-31 15:03:51,2017-09-19 18:24:46,esporte_lazer
8237,18.0,2017-11-30 10:52:33,2017-12-19 00:33:51,cama_mesa_banho
8238,20.25,2018-04-28 16:37:31,2018-05-04 20:44:30,esporte_lazer
8239,9.34,2017-12-05 19:00:57,2017-12-10 14:37:47,esporte_lazer
8240,13.15,2018-07-04 14:56:02,2018-07-13 10:46:55,beleza_saude
8241,16.62,2017-12-30 20:52:39,2018-01-11 17:10:03,cama_mesa_banho
8242,23.05,2018-06-18 11:53:41,2018-06-26 15:12:55,informatica_acessorios
8243,23.05,2018-06-18 11:53:41,2018-06-26 15:12:55,informatica_acessorios
8244,15.1,2017-11-26 11:51:36,2017-12-10 19:04:08,cama_mesa_banho
8245,8.72,2017-07-02 02:26:30,2017-07-04 16:25:55,moveis_decoracao
8246,26.43,2017-11-09 23:55:05,2017-12-03 14:23:09,moveis_decoracao
8247,13.65,2018-02-03 19:00:16,2018-02-17 14:52:04,cama_mesa_banho
8248,45.12,2018-02-15 11:59:37,2018-03-08 17:53:27,informatica_acessorios
8249,14.16,2017-12-10 02:56:24,2017-12-26 15:41:55,cama_mesa_banho
8250,8.04,2018-03-26 11:30:02,2018-04-09 15:14:33,informatica_acessorios
8251,18.04,2017-09-22 00:11:03,2017-10-06 20:56:41,cama_mesa_banho
8252,18.23,2018-04-05 21:41:17,2018-04-12 19:23:43,moveis_decoracao
8253,9.26,2018-04-29 09:34:52,2018-05-02 21:16:52,moveis_decoracao
8254,8.03,2018-08-03 00:36:26,2018-08-13 23:06:44,beleza_saude
8255,8.03,2018-08-03 00:36:26,2018-08-13 23:06:44,beleza_saude
8256,16.6,2017-12-20 14:00:39,2018-01-05 15:38:26,esporte_lazer
8257,14.1,2018-02-07 10:03:37,2018-02-23 17:45:01,informatica_acessorios
8258,2.32,2018-02-13 11:31:49,2018-02-26 18:53:10,cama_mesa_banho
8259,23.18,2018-02-13 11:31:49,2018-02-26 18:53:10,cama_mesa_banho
8260,18.55,2017-10-29 23:31:30,2017-11-09 18:28:57,cama_mesa_banho
8261,18.55,2017-10-29 23:31:30,2017-11-09 18:28:57,cama_mesa_banho
8262,9.28,2017-10-29 23:31:30,2017-11-09 18:28:57,cama_mesa_banho
8263,13.43,2017-10-24 20:39:54,2017-10-30 19:34:52,beleza_saude
8264,13.13,2018-07-30 11:54:17,2018-08-03 21:04:11,beleza_saude
8265,18.51,2018-08-09 20:38:14,2018-08-23 23:35:39,moveis_decoracao
8266,7.39,2018-04-10 18:41:37,2018-04-12 21:04:05,informatica_acessorios
8267,14.53,2018-04-05 07:17:48,2018-04-10 00:18:37,moveis_decoracao
8268,25.61,2018-08-23 17:22:26,2018-08-29 15:28:56,beleza_saude
8269,25.67,2018-01-09 19:42:30,2018-01-18 20:26:10,esporte_lazer
8270,21.5,2018-06-05 17:40:36,2018-06-10 14:37:37,cama_mesa_banho
8271,31.21,2018-06-10 20:00:25,2018-06-19 15:05:18,cama_mesa_banho
8272,12.16,2018-02-18 09:52:05,2018-03-01 16:22:36,beleza_saude
8273,12.16,2018-02-18 09:52:05,2018-03-01 16:22:36,beleza_saude
8274,18.09,2017-09-08 20:30:15,2017-09-20 17:17:59,cama_mesa_banho
8275,28.82,2017-06-22 22:53:54,2017-07-10 23:02:50,esporte_lazer
8276,35.06,2018-01-29 21:17:46,2018-02-16 21:34:13,informatica_acessorios
8277,17.63,2017-06-08 09:42:23,2017-06-19 14:07:07,informatica_acessorios
8278,6.64,2018-08-13 18:15:19,2018-08-15 15:07:32,esporte_lazer
8279,28.89,2018-08-13 18:15:19,2018-08-15 15:07:32,beleza_saude
8280,57.09,2018-06-04 20:47:59,2018-06-13 17:52:57,informatica_acessorios
8281,16.05,2017-03-13 20:17:10,2017-09-19 17:00:07,moveis_decoracao
8282,17.81,2018-02-17 01:27:15,2018-04-23 21:04:34,moveis_decoracao
8283,13.44,2018-02-09 18:22:59,2018-02-26 23:38:40,cama_mesa_banho
8284,11.85,2017-12-14 17:52:43,2017-12-20 18:18:41,esporte_lazer
8285,8.03,2018-07-18 13:26:10,2018-07-23 23:07:25,beleza_saude
8286,39.06,2018-08-01 07:13:41,2018-08-10 21:46:42,moveis_decoracao
8287,17.81,2017-09-24 21:12:47,2017-09-29 19:02:49,cama_mesa_banho
8288,17.81,2017-09-24 21:12:47,2017-09-29 19:02:49,cama_mesa_banho
8289,17.95,2017-09-20 10:53:34,2017-10-03 20:12:28,cama_mesa_banho
8290,22.06,2018-05-12 19:26:40,2018-06-02 12:18:36,informatica_acessorios
8291,15.1,2018-02-27 08:19:54,2018-03-17 00:32:24,esporte_lazer
8292,12.69,2018-02-17 12:10:19,2018-03-02 17:33:42,cama_mesa_banho
8293,7.78,2017-05-07 18:44:18,2017-05-15 13:09:33,beleza_saude
8294,14.14,2017-08-25 15:54:17,2017-08-29 19:23:47,esporte_lazer
8295,12.72,2018-02-15 10:04:06,2018-02-27 12:43:56,informatica_acessorios
8296,22.95,2018-04-23 16:47:45,2018-05-07 23:18:36,beleza_saude
8297,15.16,2017-07-28 21:14:50,2017-08-15 22:09:41,esporte_lazer
8298,18.71,2018-05-11 08:55:59,2018-06-04 18:34:25,beleza_saude
8299,18.71,2018-05-11 08:55:59,2018-06-04 18:34:25,beleza_saude
8300,12.9,2017-08-15 21:32:29,2017-08-22 17:34:12,esporte_lazer
8301,8.72,2018-07-23 20:49:21,2018-07-26 22:08:48,moveis_decoracao
8302,16.54,2017-06-04 20:54:56,2017-06-14 13:25:07,moveis_decoracao
8303,17.62,2018-08-09 09:30:30,2018-08-17 23:43:43,esporte_lazer
8304,10.96,2017-04-24 01:53:11,2017-05-05 12:26:41,informatica_acessorios
